0,1,2,3
46,458.0,395.0,279.0
525,570.0,541.0,588.0
885,590.0,943.0,941.0
650,783.0,679.0,834.0
811,824.0,569.0,
316,119.0,302.0,313.0
609,550.0,558.0,
903,693.0,827.0,937.0
231,36.0,87.0,
386,194.0,345.0,
873,822.0,980.0,653.0
557,715.0,530.0,
630,971.0,511.0,555.0
999,663.0,766.0,
598,854.0,605.0,931.0
956,763.0,845.0,599.0
651,914.0,734.0,
874,978.0,857.0,509.0
547,615.0,987.0,722.0
466,364.0,242.0,
188,390.0,136.0,300.0
658,964.0,770.0,540.0
838,868.0,764.0,878.0
102,77.0,317.0,178.0
19,437.0,100.0,472.0
210,53.0,360.0,165.0
977,906.0,765.0,758.0
829,619.0,689.0,
930,960.0,548.0,577.0
286,441.0,480.0,407.0
719,563.0,967.0,
30,15.0,88.0,
359,384.0,92.0,
877,918.0,742.0,
287,235.0,213.0,427.0
229,7.0,120.0,175.0
725,865.0,949.0,
227,449.0,411.0,158.0
439,349.0,4.0,
676,544.0,636.0,984.0
383,94.0,129.0,
310,214.0,51.0,
47,296.0,225.0,211.0
107,197.0,440.0,174.0
582,895.0,985.0,695.0
183,391.0,58.0,48.0
670,796.0,749.0,
993,576.0,686.0,688.0
276,22.0,356.0,
782,945.0,769.0,655.0
117,62.0,487.0,
273,319.0,198.0,237.0
968,522.0,661.0,
843,503.0,805.0,534.0
247,24.0,333.0,45.0
324,182.0,430.0,
423,202.0,91.0,212.0
3,434.0,282.0,416.0
241,330.0,184.0,
536,738.0,745.0,564.0
222,138.0,293.0,251.0
281,206.0,445.0,
665,922.0,825.0,696.0
982,858.0,788.0,
998,677.0,979.0,584.0
580,881.0,966.0,
249,446.0,275.0,2.0
723,643.0,780.0,526.0
612,951.0,820.0,712.0
23,189.0,400.0,
29,309.0,337.0,101.0
424,308.0,151.0,201.0
398,403.0,354.0,461.0
185,259.0,180.0,40.0
311,418.0,65.0,
474,488.0,387.0,
353,264.0,465.0,43.0
191,64.0,215.0,239.0
840,778.0,668.0,
109,362.0,131.0,
118,256.0,272.0,479.0
132,263.0,199.0,63.0
331,126.0,134.0,181.0
388,451.0,54.0,
707,527.0,505.0,
269,150.0,385.0,
363,207.0,467.0,124.0
78,143.0,315.0,432.0
777,642.0,729.0,972.0
162,397.0,306.0,
33,139.0,485.0,
141,413.0,177.0,71.0
346,412.0,438.0,236.0
312,321.0,453.0,
379,170.0,103.0,336.0
351,473.0,6.0,248.0
452,406.0,26.0,
142,396.0,429.0,
271,95.0,14.0,49.0
265,250.0,254.0,482.0
326,428.0,394.0,
494,436.0,421.0,
425,20.0,203.0,
486,238.0,375.0,369.0
108,68.0,477.0,208.0
361,372.0,135.0,31.0
220,156.0,374.0,378.0
289,469.0,233.0,240.0
325,123.0,38.0,392.0
83,322.0,347.0,380.0
106,252.0,323.0,125.0
496,444.0,431.0,267.0
110,442.0,285.0,79.0
420,234.0,393.0,167.0
171,475.0,25.0,66.0
114,255.0,154.0,
179,460.0,284.0,
433,75.0,491.0,
209,882.0,,
404,,,
506,,,
832,754.0,,
969,690.0,,
638,737.0,,
953,,,
909,748.0,,
228,348.0,,
343,,,
288,483.0,,
852,866.0,,
721,959.0,,
232,,,
205,274.0,,
703,890.0,,
166,159.0,,
5,57.0,,
992,672.0,,
408,368.0,,
459,,,
752,775.0,,
521,,,
923,601.0,,
69,152.0,,
405,299.0,,
493,447.0,,
18,,,
389,52.0,,
332,176.0,,
245,268.0,,
514,961.0,,
996,,,
797,535.0,,
338,0.0,,
35,147.0,,
223,,,
73,266.0,,
772,592.0,,
399,67.0,,
82,270.0,,
253,314.0,,
539,889.0,,
204,130.0,,
1,61.0,,
409,105.0,,
13,,,
675,975.0,,
37,382.0,,
869,,,
861,859.0,,
644,891.0,,
122,,,
113,,,
74,,,
518,,,
524,,,
478,,,
807,,,
800,,,
146,,,
471,,,
562,,,
991,,,
593,,,
168,,,
591,,,
221,,,
262,,,
44,,,
673,,,
597,,,
853,,,
